image_name,bbox_x,bbox_y,bbox_width,bbox_height,Gender,Smile
im_GenFex_06173.jpg,1,243.6945,24.7515,237.6316,0,0
im_GenFex_06174.jpg,79.9141,152.9141,101.1719,101.1719,0,1
im_GenFex_06175.jpg,78.3906,78.3906,99.2188,99.2188,0,1
im_GenFex_06176.jpg,51.2734,75.7734,64.4531,64.4531,0,0
im_GenFex_06177.jpg,105,186.5,86.5,154.5,0,1
im_GenFex_06178.jpg,78.3906,78.3906,99.2188,99.2188,0,1
im_GenFex_06179.jpg,11.5561,244.6167,26.8902,239.3387,0,1
im_GenFex_06180.jpg,78.3906,78.3906,99.2188,99.2188,0,1
im_GenFex_06181.jpg,1,244.6167,37.4462,216.8993,0,1
im_GenFex_06182.jpg,11.5561,244.6167,26.8902,195.7872,0,0
im_GenFex_06183.jpg,46.0938,49.5938,57.8125,57.8125,0,1
im_GenFex_06184.jpg,195.0117,430.9635,164.1974,394.5863,0,1
im_GenFex_06185.jpg,133.3237,282.5584,136.3059,268.6296,0,1
im_GenFex_06186.jpg,166.4126,505.9273,101.5855,395.6522,0,1
im_GenFex_06187.jpg,106.5606,224.8163,45.3633,150.9239,0,1
im_GenFex_06188.jpg,53,122.5,26.5,90.5,0,1
im_GenFex_06189.jpg,85.4485,198.4262,71.7534,172.036,0,1
im_GenFex_06190.jpg,45,114.5,30.5,86.5,0,1
im_GenFex_06191.jpg,105,174.5,94.5,170.5,0,1
im_GenFex_06192.jpg,328.3948,588.598,297.5804,515.8436,0,0
im_GenFex_06193.jpg,101,186.5,74.5,158.5,0,1
im_GenFex_06194.jpg,293.505,620.332,313.8982,578.5456,0,1
im_GenFex_06195.jpg,105.4661,247.7364,87.5551,219.8787,0,1
im_GenFex_06196.jpg,23.5469,60.5469,28.9063,28.9063,0,0
im_GenFex_06197.jpg,49,106.5,38.5,110.5,0,1
im_GenFex_06198.jpg,264.25,400.75,337.5,337.5,0,0
im_GenFex_06199.jpg,49,118.5,14.5,78.5,0,1
im_GenFex_06200.jpg,73,142.5,74.5,146.5,0,0
im_GenFex_06201.jpg,41,106.5,42.5,90.5,0,1
im_GenFex_06202.jpg,188.9489,324.8633,197.5432,324.8633,0,1
im_GenFex_06203.jpg,193.9813,409.4366,152.1282,335.9199,0,1
im_GenFex_06204.jpg,98.0059,227.8575,100.5373,239.9832,0,1
im_GenFex_06205.jpg,77,154.5,66.5,130.5,0,1
im_GenFex_06206.jpg,193.9813,391.0574,124.5594,271.5928,0,1
im_GenFex_06207.jpg,42.1328,47.1328,52.7344,52.7344,0,1
im_GenFex_06208.jpg,101,194.5,62.5,142.5,0,1
im_GenFex_06209.jpg,68.0313,91.0313,85.9375,85.9375,0,0
im_GenFex_06210.jpg,73,146.5,30.5,110.5,0,1
im_GenFex_06211.jpg,65,134.5,50.5,106.5,0,0
im_GenFex_06212.jpg,207.1375,503.7179,188.4489,443.0892,0,1
im_GenFex_06213.jpg,45,114.5,30.5,94.5,0,1
im_GenFex_06214.jpg,203.1709,409.4366,9.6896,124.5594,0,1
im_GenFex_06215.jpg,109,182.5,94.5,154.5,0,1
im_GenFex_06216.jpg,126.3593,282.5584,101.4839,247.7364,0,1
im_GenFex_06217.jpg,65.3271,177.3995,39.5557,136.0464,0,1
im_GenFex_06218.jpg,249.0675,372.6012,203.7042,319.8209,0,1
im_GenFex_06219.jpg,44.2656,53.7656,55.4688,55.4688,0,1
im_GenFex_06220.jpg,607.5127,983.7858,303.7564,634.5815,0,1
im_GenFex_06221.jpg,134.4531,197.9531,171.0938,171.0938,0,0
im_GenFex_06222.jpg,49,122.5,38.5,98.5,0,1
im_GenFex_06223.jpg,97.4907,200.3735,99.2881,191.1839,0,1
im_GenFex_06224.jpg,209,552.5,168.5,488.5,0,1
im_GenFex_06225.jpg,146.5088,455.215,164.1974,394.5863,0,1
im_GenFex_06226.jpg,36.3438,37.8438,45.3125,45.3125,0,1
im_GenFex_06227.jpg,65,134.5,50.5,114.5,0,1
im_GenFex_06228.jpg,209.9321,522.8303,160.6813,453.1863,0,1
im_GenFex_06229.jpg,53,134.5,54.5,130.5,0,1
im_GenFex_06230.jpg,57.9766,84.4766,73.0469,73.0469,0,1
im_GenFex_06231.jpg,180.7656,213.2656,230.4688,230.4688,0,0
im_GenFex_06232.jpg,133,214.5,94.5,162.5,0,1
im_GenFex_06233.jpg,38.4766,64.4766,48.0469,48.0469,0,1
im_GenFex_06234.jpg,40.3047,49.8047,50.3906,50.3906,0,0
im_GenFex_06235.jpg,38.7578,37.2578,46.4844,46.4844,0,1
im_GenFex_06236.jpg,166.4126,363.4887,133.749,317.5407,0,1
im_GenFex_06237.jpg,349.2202,662.1184,91.0373,425.3287,0,0
im_GenFex_06238.jpg,249.0675,362.0452,288.1527,398.9914,0,1
im_GenFex_06239.jpg,85.8801,221.7946,33.8458,161.166,0,1
im_GenFex_06240.jpg,22.6328,51.6328,27.7344,27.7344,0,1
im_GenFex_06241.jpg,513,1264.5,496.5,1168.5,0,1
im_GenFex_06242.jpg,465,808.5,424.5,744.5,0,0
im_GenFex_06243.jpg,45.1797,66.1797,56.6406,56.6406,0,1
im_GenFex_06244.jpg,52.1875,183.6875,65.625,65.625,0,1
im_GenFex_06245.jpg,251.7186,536.7591,160.6813,425.3287,0,1
im_GenFex_06246.jpg,270.1796,388.4353,451.7717,557.3323,0,1
im_GenFex_06247.jpg,418.8643,554.1702,498.4549,637.743,0,0
im_GenFex_06248.jpg,112.4305,261.6652,108.4483,247.7364,0,1
im_GenFex_06249.jpg,177,388.5,92.5,276.5,0,1
im_GenFex_06250.jpg,61,130.5,30.5,122.5,0,1
im_GenFex_06251.jpg,385,760.5,248.5,552.5,0,1
im_GenFex_06252.jpg,74.5167,172.8048,71.7193,149.8308,0,1
im_GenFex_06253.jpg,52.1875,96.1875,65.625,65.625,0,0
im_GenFex_06254.jpg,193,262.5,366.5,430.5,0,1
im_GenFex_06255.jpg,26.2891,63.7891,32.4219,32.4219,0,1
im_GenFex_06256.jpg,41.2188,60.7188,51.5625,51.5625,0,1
im_GenFex_06257.jpg,69.9219,154.4256,76.3141,145.236,0,1
im_GenFex_06258.jpg,385,712.5,248.5,536.5,0,1
im_GenFex_06259.jpg,125,198.5,78.5,142.5,0,1
im_GenFex_06260.jpg,61.9375,172.4375,78.125,78.125,0,0
im_GenFex_06261.jpg,93,182.5,70.5,146.5,0,1
im_GenFex_06262.jpg,69,150.5,54.5,130.5,0,1
im_GenFex_06263.jpg,45.1797,71.1797,56.6406,56.6406,0,1
im_GenFex_06264.jpg,73,146.5,82.5,138.5,0,1
im_GenFex_06265.jpg,37,126.5,22.5,86.5,0,1
im_GenFex_06266.jpg,89,154.5,58.5,134.5,0,1
im_GenFex_06267.jpg,31.4688,39.4688,39.0625,39.0625,0,1
im_GenFex_06268.jpg,180.7656,202.2656,230.4688,230.4688,0,1
im_GenFex_06269.jpg,359.0078,468.0078,458.9844,458.9844,0,0
im_GenFex_06270.jpg,175.6021,381.8679,106.1802,271.5928,0,1
im_GenFex_06271.jpg,61,130.5,50.5,118.5,0,1
im_GenFex_06272.jpg,54.8594,50.3594,63.2813,63.2813,0,1
im_GenFex_06273.jpg,137,202.5,74.5,146.5,0,1
im_GenFex_06274.jpg,32.3828,59.8828,40.2344,40.2344,0,1
im_GenFex_06275.jpg,381.0183,821.1304,348.8501,813.3169,0,0
im_GenFex_06276.jpg,193,380.5,124.5,284.5,0,1
im_GenFex_06277.jpg,37.2578,40.7578,46.4844,46.4844,0,1
im_GenFex_06278.jpg,97,178.5,78.5,170.5,0,1
im_GenFex_06279.jpg,47.3125,66.8125,59.375,59.375,0,0
im_GenFex_06280.jpg,45.1797,55.1797,56.6406,56.6406,0,1
im_GenFex_06281.jpg,85,174.5,54.5,110.5,0,1
im_GenFex_06282.jpg,175.6021,363.4887,115.3698,280.7824,0,1
im_GenFex_06283.jpg,243.7895,459.6888,195.7872,396.3524,0,1
im_GenFex_06284.jpg,37.2578,51.7578,46.4844,46.4844,0,1
im_GenFex_06285.jpg,180.4531,417.4645,132.4508,354.1281,0,1
im_GenFex_06286.jpg,88.3011,181.9943,136.0464,214.1579,0,0
im_GenFex_06287.jpg,30.25,45.25,37.5,37.5,0,0
im_GenFex_06288.jpg,126.3593,261.6652,87.5551,240.772,0,0
im_GenFex_06289.jpg,321.3626,620.332,202.4677,481.0439,0,1
im_GenFex_06290.jpg,57.0625,71.5625,71.875,71.875,0,1
im_GenFex_06291.jpg,122.2573,239.9832,88.4116,209.6689,0,1
im_GenFex_06292.jpg,182.886,467.3407,164.1974,406.712,0,1
im_GenFex_06293.jpg,212.1213,449.1327,195.7872,417.4645,0,1
im_GenFex_06294.jpg,368.5835,584.0388,271.5928,492.1429,0,1
im_GenFex_06295.jpg,369,728.5,280.5,600.5,0,1
im_GenFex_06296.jpg,33,102.5,54.5,122.5,0,1
im_GenFex_06297.jpg,465.4668,1203.8912,443.8547,1161.667,0,1
im_GenFex_06298.jpg,117.1167,333.016,121.8947,311.9039,0,1
im_GenFex_06299.jpg,510.2808,1031.1873,255.1404,667.4153,0,1
im_GenFex_06300.jpg,39.3906,40.8906,49.2188,49.2188,0,1
im_GenFex_06301.jpg,138.2288,272.3186,119.2557,224.8163,0,1
im_GenFex_06302.jpg,42.3531,145.236,48.7453,122.262,0,1
im_GenFex_06303.jpg,120.4375,162.9375,153.125,153.125,0,1
im_GenFex_06304.jpg,63.6875,52.1875,65.625,65.625,0,1
im_GenFex_06305.jpg,270.1796,388.4353,208.9822,325.0989,0,0
im_GenFex_06306.jpg,29.3359,37.8359,36.3281,36.3281,0,1
im_GenFex_06307.jpg,239.9293,579.444,248.6188,616.2023,0,1
im_GenFex_06308.jpg,101.2826,219.5383,77.0315,182.5921,0,1
im_GenFex_06309.jpg,77,170.5,82.5,166.5,0,1
im_GenFex_06310.jpg,57,114.5,14.5,78.5,0,1
im_GenFex_06311.jpg,89,260.5,76.5,220.5,0,1
im_GenFex_06312.jpg,93,170.5,82.5,158.5,0,1
im_GenFex_06313.jpg,33.2969,48.2969,41.4063,41.4063,0,1
im_GenFex_06314.jpg,59.1953,88.1953,74.6094,74.6094,0,0
im_GenFex_06315.jpg,111.8387,235.3724,87.5875,187.8701,0,1
im_GenFex_06316.jpg,97.5391,75.0391,94.9219,94.9219,0,0
im_GenFex_06317.jpg,81,146.5,74.5,134.5,0,1
im_GenFex_06318.jpg,97.4907,186.5891,80.9089,163.6152,0,1
im_GenFex_06319.jpg,92.8959,177.3995,269.2954,356.5965,0,0
im_GenFex_06320.jpg,69,142.5,46.5,118.5,0,1
im_GenFex_06321.jpg,259.6236,383.1573,251.2065,332.119,0,0
im_GenFex_06322.jpg,84.5729,226.8431,108.4483,240.772,0,1
im_GenFex_06323.jpg,305,664.5,248.5,632.5,0,1
im_GenFex_06324.jpg,217,306.5,110.5,190.5,0,1
im_GenFex_06325.jpg,449,1136.5,464.5,1168.5,0,0
im_GenFex_06326.jpg,127.6728,343.5721,153.5629,354.1281,0,1
im_GenFex_06327.jpg,79.1115,195.7787,80.9089,186.5891,0,1
im_GenFex_06328.jpg,36.3438,57.3438,45.3125,45.3125,0,1
im_GenFex_06329.jpg,209.9321,359.1668,178.0923,310.416,0,1
im_GenFex_06330.jpg,177,356.5,116.5,268.5,0,0
im_GenFex_06331.jpg,182.0745,494.9727,146.7525,425.3287,0,1
im_GenFex_06332.jpg,129,300.5,116.5,276.5,0,1
im_GenFex_06333.jpg,92.8959,177.3995,113.0724,168.21,0,1
im_GenFex_06334.jpg,113.7344,163.7344,144.5313,144.5313,0,1
im_GenFex_06335.jpg,104.0687,233.9204,70.223,197.5432,0,1
im_GenFex_06336.jpg,81,166.5,54.5,118.5,0,1
im_GenFex_06337.jpg,67.1172,128.6172,84.7656,84.7656,0,0
im_GenFex_06338.jpg,49,110.5,22.5,102.5,0,1
im_GenFex_06339.jpg,363.149,648.1896,286.0406,578.5456,0,1
im_GenFex_06340.jpg,69.9219,177.3995,53.3401,154.4256,0,1
im_GenFex_06341.jpg,73,146.5,54.5,126.5,0,1
im_GenFex_06342.jpg,35.4297,46.9297,44.1406,44.1406,0,1
im_GenFex_06343.jpg,45,118.5,34.5,90.5,0,1
im_GenFex_06344.jpg,105,194.5,58.5,130.5,0,1
im_GenFex_06345.jpg,241,584.5,184.5,520.5,0,1
im_GenFex_06346.jpg,33,90.5,38.5,90.5,0,1
im_GenFex_06347.jpg,57,134.5,50.5,126.5,0,1
im_GenFex_06348.jpg,444.3547,897.7654,285.5137,665.532,0,1
im_GenFex_06349.jpg,104.0687,233.9204,112.663,233.9204,0,1
im_GenFex_06350.jpg,207.1375,455.215,91.443,333.9576,0,0
im_GenFex_06351.jpg,104.0687,239.9832,88.4116,215.7318,0,1
im_GenFex_06352.jpg,125,206.5,42.5,118.5,0,1
im_GenFex_06353.jpg,109,190.5,62.5,134.5,0,1
im_GenFex_06354.jpg,117,186.5,86.5,142.5,0,1
im_GenFex_06355.jpg,273,616.5,232.5,536.5,0,0
im_GenFex_06356.jpg,258.3084,616.2023,230.2397,579.444,0,1
im_GenFex_06357.jpg,77,162.5,50.5,130.5,0,1
im_GenFex_06358.jpg,293.505,592.4744,202.4677,494.9727,0,1
im_GenFex_06359.jpg,127.6728,230.0944,77.0315,166.758,0,1
im_GenFex_06360.jpg,273,444.5,260.5,436.5,0,1
im_GenFex_06361.jpg,69,146.5,62.5,118.5,0,1
im_GenFex_06362.jpg,121,218.5,86.5,170.5,0,1
im_GenFex_06363.jpg,41,110.5,38.5,94.5,0,1
im_GenFex_06364.jpg,432.9106,620.7971,510.5221,697.0147,0,0
im_GenFex_06365.jpg,141,210.5,118.5,190.5,0,1
im_GenFex_06366.jpg,279.5762,592.4744,230.3253,508.9015,0,1
im_GenFex_06367.jpg,113,292.5,92.5,252.5,0,1
im_GenFex_06368.jpg,97.4907,200.3735,80.9089,168.21,0,1
im_GenFex_06369.jpg,90.7265,198.4262,55.9193,166.758,0,1
im_GenFex_06370.jpg,222.6773,330.377,599.5566,705.1172,0,1
im_GenFex_06371.jpg,22.3281,32.3281,27.3438,27.3438,0,1
im_GenFex_06372.jpg,134.3831,258.1718,112.663,209.6689,0,1
im_GenFex_06373.jpg,507.691,939.9896,285.5137,644.4199,0,1
im_GenFex_06374.jpg,35.4297,38.4297,44.1406,44.1406,0,1
im_GenFex_06375.jpg,31.4688,39.4688,39.0625,39.0625,0,1
im_GenFex_06376.jpg,30.25,45.25,37.5,37.5,0,1
im_GenFex_06377.jpg,111.8387,224.8163,77.0315,182.5921,0,1
im_GenFex_06378.jpg,153,234.5,134.5,210.5,0,1
im_GenFex_06379.jpg,77,150.5,50.5,118.5,0,1
im_GenFex_06380.jpg,166.4126,372.6783,106.1802,271.5928,0,0
im_GenFex_06381.jpg,133.3237,289.5228,101.4839,247.7364,0,1
im_GenFex_06382.jpg,249.1188,482.9533,18.8792,198.0761,0,1
im_GenFex_06383.jpg,69.9219,163.6152,25.7714,131.4516,0,1
im_GenFex_06384.jpg,36.3438,50.8438,45.3125,45.3125,0,1
im_GenFex_06385.jpg,432.7931,759.6201,355.6846,648.1896,0,1
im_GenFex_06386.jpg,57.3203,54.3203,68.3594,68.3594,0,1
im_GenFex_06387.jpg,295.0668,671.3398,266.998,616.2023,0,1
im_GenFex_06388.jpg,73,162.5,174.5,232,0,1
im_GenFex_06389.jpg,69,142.5,50.5,114.5,0,1
im_GenFex_06390.jpg,241,396.5,124.5,260.5,0,1
im_GenFex_06391.jpg,98.0059,233.9204,94.4744,203.606,0,1
im_GenFex_06392.jpg,69,146.5,54.5,134.5,0,1
im_GenFex_06393.jpg,49,114.5,30.5,94.5,0,1
im_GenFex_06394.jpg,117,190.5,154.5,206.5,0,1
im_GenFex_06395.jpg,530.2947,1128.7335,237.2898,822.2997,0,1
im_GenFex_06396.jpg,377.0778,717.8337,230.3253,481.0439,0,1
im_GenFex_06397.jpg,30.5547,48.0547,37.8906,37.8906,0,1
im_GenFex_06398.jpg,184.7917,381.8679,115.3698,308.3512,0,1
im_GenFex_06399.jpg,97.4907,209.5631,67.1245,159.0204,0,1
im_GenFex_06400.jpg,28.4219,36.4219,35.1563,35.1563,0,1
im_GenFex_06401.jpg,586.01,1268.0216,515.8659,989.4454,0,1
im_GenFex_06402.jpg,36.75,30.25,37.5,37.5,0,0
im_GenFex_06403.jpg,129,300.5,92.5,236.5,0,0
im_GenFex_06404.jpg,81,166.5,46.5,126.5,0,1
im_GenFex_06405.jpg,38.1719,43.1719,47.6563,47.6563,0,1
im_GenFex_06406.jpg,209,584.5,232.5,520.5,0,1
im_GenFex_06407.jpg,293.505,578.5456,174.6101,439.2575,0,1
im_GenFex_06408.jpg,57,130.5,46.5,110.5,0,1
im_GenFex_06409.jpg,41,98.5,34.5,78.5,0,1
im_GenFex_06410.jpg,146.5088,430.9635,127.8202,382.4606,0,1
im_GenFex_06411.jpg,264.9016,501.913,248.5675,438.5766,0,1
im_GenFex_06412.jpg,528.8032,982.2139,327.738,728.8684,0,1
im_GenFex_06413.jpg,154.2169,303.4516,101.4839,240.772,0,0
im_GenFex_06414.jpg,84.5729,219.8787,66.6618,205.9499,0,1
im_GenFex_06415.jpg,97,174.5,94.5,162.5,0,1
im_GenFex_06416.jpg,61,142.5,62.5,126.5,0,1
im_GenFex_06417.jpg,138.8438,363.4887,179.6969,363.4887,0,1
im_GenFex_06418.jpg,41.2188,68.7188,51.5625,51.5625,0,1
im_GenFex_06419.jpg,42.1328,57.1328,52.7344,52.7344,0,1
im_GenFex_06420.jpg,117.1167,224.8163,66.4754,177.3141,0,1
im_GenFex_06421.jpg,45,98.5,50.5,102.5,0,1
im_GenFex_06422.jpg,22.6328,45.1328,27.7344,27.7344,0,0
im_GenFex_06423.jpg,20.5,43,25,25,0,1
im_GenFex_06424.jpg,79.1115,177.3995,76.3141,168.21,0,0
im_GenFex_06425.jpg,26.5938,29.5938,32.8125,32.8125,0,1
im_GenFex_06426.jpg,29,98.5,50.5,134.5,0,1
im_GenFex_06427.jpg,52.7188,41.2188,51.5625,51.5625,0,1
im_GenFex_06428.jpg,22.6328,30.6328,27.7344,27.7344,0,1
im_GenFex_06429.jpg,141,234.5,14.5,78.5,0,1
im_GenFex_06430.jpg,49,126.5,42.5,118.5,0,1
im_GenFex_06431.jpg,29,98.5,30.5,114.5,0,1
im_GenFex_06432.jpg,129.6542,326.7303,133.749,299.1616,0,1
im_GenFex_06433.jpg,251.7186,400.9533,122.3771,261.6652,0,1
im_GenFex_06434.jpg,182.0745,331.3092,108.4483,240.772,0,1
im_GenFex_06435.jpg,31.4688,42.9688,39.0625,39.0625,0,1
im_GenFex_06436.jpg,73,138.5,54.5,114.5,0,1
im_GenFex_06437.jpg,51.2734,56.2734,64.4531,64.4531,0,1
